,Area,Item,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
30,Antigua and Barbuda,All sectors with LULUCF,35.65,36.4138,36.7356,41.24,41.486,40.621,42.0086,43.8632,45.8664,46.3278,48.291,47.6172,47.1804,45.4412,45.3184,45.9228,46.9628,56.6156,71.659,81.8228,81.1076,85.4048,85.5556,85.7008,94.4778,94.844,94.872,95.0116,86.2798,635.8964000000001,625.1233,618.9737,635.128,639.4647,656.9782,688.2745,727.329,760.5839,789.6484,807.1393,815.8841,882.943,933.7302999999999,965.8574,980.9,1003.2359,1047.7335,1069.2466,1121.4748,1097.3172,1080.5836,1112.9511,1121.4139,1122.8022,1159.291,1184.7591,1173.326,1199.4264,1218.3491,1124.934,1118.7448
31,Antigua and Barbuda,All sectors without LULUCF,35.65,36.4138,36.7356,41.24,41.486,40.621,42.0086,43.8632,45.8664,46.3278,48.291,47.6172,47.1804,45.4412,45.3184,45.9228,46.9628,56.6156,71.659,81.8228,81.1076,85.4048,85.5556,85.7008,94.4778,94.844,94.872,95.0116,86.2798,635.8964000000001,625.1233,618.9737,635.128,639.4647,656.9782,688.2745,727.329,760.5839,789.6484,807.1393,815.8841,882.943,933.7302999999999,965.8574,980.9,1003.2359,1047.7335,1069.2466,1121.4748,1097.3172,1080.5836,1112.9511,1121.4139,1122.8022,1159.291,1184.7591,1173.326,1199.4264,1218.3491,1124.934,1118.7448
32,Antigua and Barbuda,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Argentina,All sectors with LULUCF,209053.223,208513.0856,197098.285,207481.3016,225089.2002,233698.9964,244142.377,243324.3044,229659.2794,230758.532,235782.122,245231.75,255477.4404,254883.9546,260142.2852,266537.9294,276300.116,262709.3388,259156.9814,253952.8654,249326.9376,243747.812,247526.8336,251023.2444,248231.3592,242390.6358,235310.8544,240281.4336,241243.3672,644159.5184,653504.6791000001,661737.319,652363.4992,664880.0476,681644.1338,693153.6676,706599.8144,705587.2232,734069.4068,725879.7557999999,806996.1954,798893.5194999999,848501.4879000001,902338.3655000001,906666.2304,941541.8132,942054.249,965152.5906,918979.1204,919286.8367,866738.0567000001,876154.0475,880281.2489,879458.5368,887474.3676,823140.5856999999,834154.9258,829051.5379000001,814536.3654,802813.1778,854755.0937
34,Argentina,All sectors without LULUCF,209053.223,208513.0856,197098.285,207481.3016,225089.2002,233698.9964,244142.377,243324.3044,229659.2794,230758.532,235782.122,245231.75,255477.4404,254883.9546,260142.2852,266537.9294,276300.116,262709.3388,259156.9814,253952.8654,249326.9376,243747.812,247526.8336,251023.2444,248231.3592,242390.6358,235310.8544,240281.4336,241243.3672,548637.7984,557982.9591000001,566215.599,556841.7792,569358.3276,586102.8176,593737.7242,605861.545,605407.4284,630902.1636,628046.7108,612065.0556,603635.6007000001,652823.5423000001,706167.5821,710989.8514,746105.2082,746161.5556,769150.8912,723064.439,724052.5053000001,730196.0349,739616.6383,742189.1905,743545.4958,751242.0594,758763.8683,768396.0478000001,764728.7097,750238.1536,735916.1712,790142.5952999999
35,Argentina,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.167799999996,95521.72,95521.72,95521.72,25908.3082,95541.3162,99415.94339999999,40207.270000000004,100179.7948,103167.2432,9951.277199999997,194931.1398,195257.91879999998,195677.94559999998,196170.7834,195676.37900000002,195436.60499999998,195892.6934,196001.6994,195914.6814,411714.4514,136542.0218,307087.4092,138092.0584,135913.041,136232.3082,64376.7174,65758.878,64322.8282,64298.211800000005,66897.0066,64612.4984
36,Armenia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16934.781,9822.349,10062.0578,11296.9418,9649.2098,11169.6522,11382.4277,10636.896,11574.477,11693.3304,11063.6473,11934.9106,12623.2518,14094.8298,14788.6714,15771.6506,16736.639,14227.477,13911.5425,14998.3949,16978.3167,16844.7281,16898.146699999998,16231.8241,17671.9246,17653.1598,20115.4364,19296.9376,19562.7555,20535.8332
37,Armenia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16671.8162,9559.3842,9799.093,11033.977,9387.525,10907.8976,11116.271499999999,10375.1471,11313.2928,11445.9298,10817.2837,11688.547,12376.8882,13848.4662,14537.626,15524.496,16490.0294,13981.1134,13657.6377,15154.8143,17132.1226,17001.1475,17054.5661,16387.997499999998,17599.545,17578.9578,20039.166,19223.521,19481.012300000002,20457.7348
38,Armenia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.96479999999997,262.96479999999997,262.96479999999997,262.96479999999997,261.6848,261.7546,266.1562,261.749,-652.1958000000001,247.4006,246.3636,246.3636,246.3636,246.3636,-767.0886,247.1546,246.6096,246.3636,-823.2431999999999,-156.4194,-153.80599999999998,-156.4194,-156.4194,-156.1734,72.3796,74.202,76.2704,73.4166,81.7432,78.0984
39,Aruba,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0004,1126.0205,1144.4644,1367.4971,1393.8846,1492.6826999999998,1523.926,1601.5121,1703.0288,1720.4414,4970.0867,5018.182,5075.3374,5339.5048,5466.635,5675.9203,5609.4976,5824.3364,5483.063700000001,5419.9848,5157.088599999999,5154.3142,2824.7344999999996,1893.9956,1916.1992,1965.9735,1935.8845999999999,1995.6054,2039.6116,2081.1023999999998,1910.1844999999998,1893.9288999999999
40,Aruba,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.9972,1126.0173,1144.4612,1367.4939,1393.8814,1492.6795,1523.9228,1601.5089,1703.0256,1720.4382,4970.083500000001,5018.3666,5075.522,5339.6894,5466.8196,5676.1049,5609.6822,5824.521000000001,5483.248299999999,5420.1694,5157.2732,5154.4272,2824.8475,1894.1086,1916.3122,1966.0865000000001,1936.129,1995.8498,2039.856,2081.3468,1910.4288999999999,1894.1733
41,Aruba,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.1846,-0.113,-0.113,-0.113,-0.113,-0.113,-0.2444,-0.2444,-0.2444,-0.2444,-0.2444,-0.2444
42,Asia,All sectors with LULUCF,2445798.9018,2474418.5266,2498513.1042,2585625.2016000003,2619258.2718,2695704.953,2727667.8988,2783614.5198,2811955.8172,2841650.9872,2893469.1098,2907385.855,2961205.7702,2975512.8022,3042433.4414,3056353.7177999998,3115757.7346,3184818.926,3218443.1392,3269865.8132,3306418.154,3328786.2436,3431569.8246,3488848.6648,3507056.0144,3582868.7716,3623577.5366,3728728.0692,3810155.9973999998,20506092.359,22182239.120899998,23397875.574699998,24125371.0666,24999237.1839,25883268.901100002,26367786.885399997,28680687.254699998,26639820.5241,27053950.1136,27972554.0127,28323003.6553,30530410.4317,32200430.7539,35480641.2646,36906253.1004,39902350.5172,40494840.8752,42278274.3546,44416164.9208,46120308.4012,48991542.7391,50754454.034899995,51248644.5115,53116910.3788,53380754.2739,52973417.6734,54117688.2021,56076285.6273,57642231.7355,56859802.1065,58948127.2928
43,Asia,All sectors without LULUCF,2445798.9018,2474418.5266,2498513.1042,2585625.2016000003,2619258.2718,2695704.953,2727667.8988,2783614.5198,2811955.8172,2841650.9872,2893469.1098,2907385.855,2961205.7702,2975512.8022,3042433.4414,3056353.7177999998,3115757.7346,3184818.926,3218443.1392,3269865.8132,3306418.154,3328786.2436,3431569.8246,3488848.6648,3507056.0144,3582868.7716,3623577.5366,3728728.0692,3810155.9973999998,20048955.3142,21725102.0761,22985228.909100004,23712879.21,24586885.980899997,25468476.842699997,26332785.997,26693654.998900004,26152170.1237,26913840.8714,28003187.0349,28416396.664300002,29599423.3883,31978091.2203,34490521.9222,36518615.2926,38721419.262,40430132.3372,42292449.2536,43576033.1694,46071235.7962,49087684.3773,50803956.4655,51353359.8467,52501291.1874,52725825.0986,52948416.2342,54190848.964,55767581.655099995,56854007.3489,56870958.5901,59006681.2167
44,Asia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457137.0448,457137.0448,412646.6656,412491.8566,412351.203,414792.0584,35000.8884,1987032.2558,487650.4004,140109.2422,-30633.0222,-93393.009,930987.0434,222339.53360000002,990119.3424,387637.8078,1180931.2552,64708.538,-14174.898999999998,840131.7514,49072.604999999996,-96141.6382,-49502.43060000001,-104715.3352,615619.1914,654929.1754000001,25001.4392,-73160.7618,308703.9722,788224.3866,-11156.483600000003,-58553.92379999999
45,Australia,All sectors with LULUCF,204869.7032,212328.8654,215690.0852,222110.9232,224579.9346,212137.99,218191.522,225870.4952,236942.40039999998,247809.425,256942.2216,261275.2928,254373.9632,265197.1848,278772.1776,280014.9834,261046.8418,249232.3944,240918.3348,237341.7592,231856.1072,230604.972,219431.0592,222880.6528,232498.2636,233362.475,227178.2514,230157.328,239558.3364,1125527.7152,1122931.3624,1129736.9816,1144510.0937,1142979.8422,1143863.2144,1171793.9836,1192372.2384,1225750.015,1311890.0908,1341307.6814,1332332.0633,1344661.3444,1181959.3578,1270138.1354,1205087.3558,1320323.6173999999,1314016.5474,1270866.5982,1311873.2957000001,1263485.4457,1345015.2379,1333230.5914,1141979.5188,1163078.2018,1163060.0987,1168325.8848,1241515.7302,1228875.0396,1225371.317,1093051.2495,1095711.165
46,Australia,All sectors without LULUCF,204869.7032,212328.8654,215690.0852,222110.9232,224579.9346,212137.99,218191.522,225870.4952,236942.40039999998,247809.425,256942.2216,261275.2928,254373.9632,265197.1848,278772.1776,280014.9834,261046.8418,249232.3944,240918.3348,237341.7592,231856.1072,230604.972,219431.0592,222880.6528,232498.2636,233362.475,227178.2514,230157.328,239558.3364,1015891.9114,1013295.5586,1020101.1778,1034875.2587,1033350.641,1034150.6868,1057577.1888000001,1071748.5198,1109365.2546,1190226.5236,1232814.4128,1266833.1071000001,1276170.1404,1108234.189,1209097.49,1144218.193,1249286.6212,1250226.9668,1210599.827,1245655.7619,1202989.7319,1400684.1877000001,1387508.9318,1194194.612,1216881.2548,1218502.5008999999,1159685.7096,1234186.3398,1219906.4152,1180581.284,1066135.5993,1089852.2904
47,Australia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446425.3306,418929.7602,288906.859,246819.45280000003,244341.12600000002,186886.1484,179080.7538,178215.80539999998,147342.2066,168524.3908,172403.226,176894.8126,160367.3192,189061.1832,149364.22460000002,195002.7262,196240.67719999998,214182.3654,177747.42680000002,178764.6162,145737.0926,-29716.459,-54132.6838,-58538.101200000005,-73324.9204,-94252.0572,-75857.8844,-98386.54000000001,-70139.9478,-40597.326400000005,26915.6502,5858.8746
48,Australia and New Zealand,All sectors with LULUCF,275438.995,284115.4104,288927.7174,296226.6854,300929.997,293066.0612,303513.9374,314219.3578,326770.1678,338698.2726,343368.8018,351594.0946,342968.3202,354673.7632,367726.472,368514.8816,350055.9618,338946.5592,329627.2442,331078.1474,325895.1112,324600.2266,312442.506,316615.8998,325838.9804,328426.534,318713.3986,322162.225,327833.4416,1228074.4559,1225890.6106,1233605.5144,1251919.0594,1253205.3573,1258090.167,1288235.5642,1314134.1183,1343329.8118,1436891.0801,1466057.1972,1466061.5458,1479300.4892,1317332.6573,1406771.683,1340159.1297,1454516.1556,1448497.0463,1404876.6456,1442861.3225,1394078.3115,1487434.7214,1483178.112,1290567.9902,1316494.1952,1313985.998,1330084.1165,1403380.1956,1390337.4237000002,1388377.0391,1244825.141,1245439.2866
49,Australia and New Zealand,All sectors without LULUCF,275438.995,284115.4104,288927.7174,296226.6854,300929.997,293066.0612,303513.9374,314219.3578,326770.1678,338698.2726,343368.8018,351594.0946,342968.3202,354673.7632,367726.472,368514.8816,350055.9618,338946.5592,329627.2442,331078.1474,325895.1112,324600.2266,312442.506,316615.8998,325838.9804,328426.534,318713.3986,322162.225,327833.4416,1167669.6395,1165485.7942,1173200.698,1191516.7796,1192811.2607,1197535.5036,1223186.1658,1242681.2523,1276116.9545999998,1364404.9955,1406740.815,1443572.9866,1453829.8444,1286630.2351,1388761.3048,1322322.2389,1426515.3152,1427733.7179,1387642.1106,1419680.8023,1376621.4325,1573900.8538,1568250.2994,1373575.4824,1401095.5786,1400227.001,1340032.1472999998,1414635.8732,1399959.5200999998,1362175.7889,1236510.1654,1258184.4436
50,Australia and New Zealand,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60404.8164,60404.8164,60404.8164,60402.279800000004,60394.096600000004,60554.663400000005,65049.3984,71452.86600000001,67212.8572,72486.0846,59316.3822,22488.5592,25470.644800000002,30702.4222,18010.3782,17836.8908,28000.8404,20763.3284,17234.535,23180.5202,17456.879,-86466.1324,-85072.1874,-83007.49220000001,-84601.38339999999,-86241.003,-9948.0308,-11255.6776,-9622.0964,26201.250200000002,8314.9756,-12745.157
51,Austria,All sectors with LULUCF,19352.5344,19802.5802,19573.6456,19045.2806,19346.329,19545.0142,20147.4472,20274.3016,20122.154,20007.2854,20465.4676,20239.7326,20401.8988,20844.1082,20628.961,20648.3406,20623.8944,20967.5158,21256.7598,21101.148,20751.5774,20926.1416,21088.0504,21601.9048,21890.7786,21376.6974,21113.033,21058.3336,20219.7984,137700.4642,145100.6999,133497.81209999998,133884.2668,133705.9811,139133.3042,146307.2092,145559.5695,146337.2084,141757.3837,142233.7722,164551.7436,167332.31329999998,178033.12099999998,174915.9976,178003.42979999998,175114.1586,168873.2458,168812.08179999999,153685.7478,164601.90279999998,157127.7138,150922.1664,152167.5362,144924.7754,149061.3502,150092.0132,155716.8621,150878.1395,153418.6373,137803.7356,142923.475
52,Austria,All sectors without LULUCF,19352.5344,19802.5802,19573.6456,19045.2806,19346.329,19545.0142,20147.4472,20274.3016,20122.154,20007.2854,20465.4676,20239.7326,20401.8988,20844.1082,20628.961,20648.3406,20623.8944,20967.5158,21256.7598,21101.148,20751.5774,20926.1416,21088.0504,21601.9048,21890.7786,21376.6974,21113.033,21058.3336,20219.7984,164299.5962,171699.8319,160096.9441,160483.3988,160305.4407,165735.679,172913.3666,172169.2673,172947.2338,168356.6567,168821.8258,176514.2264,179292.3187,189997.4086,186872.751,189944.28149999998,187066.1442,180824.6864,180764.0674,165634.179,176548.4418,170881.98619999998,164675.865,165916.5272,158671.4248,162811.65,163945.0928,169569.1209,164728.1751,167271.7595,151656.529,156775.2314
53,Austria,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51295.8446,-60830.915799999995,-50783.4294,-51379.043000000005,-51088.3412,-53642.2422,-48356.783599999995,-65375.1848,-61693.3126,-66284.8962,-60112.8588,-51166.011,-41082.3516,-22289.671199999997,-30960.272,-33868.932,-22364.675199999998,-22817.6644,-20236.2318,-20947.2506,-23662.7572,-26232.2124,-24934.3504,-22996.730799999998,-22735.4826,-22373.2322,-22181.506,-23644.877800000002,-24406.155,-23430.090200000002,-13852.7934,-13851.7564
54,Azerbaijan,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174194.5994,151195.2378,133098.4536,114000.7554,109183.937,106395.6132,110688.5853,106296.8357,107940.9994,105464.63949999999,105493.9675,96507.1977,100856.5306,108967.1859,105291.4182,106655.12590000001,116650.1393,102927.5606,100175.1063,101342.73000000001,105772.1409,107035.0218,109727.7472,111402.0495,112950.0386,111568.14550000001,116408.81090000001,122195.7148,114597.5468,119922.7352
55,Azerbaijan,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177346.099,154346.7374,136249.9532,117152.255,112338.3408,109549.3794,113815.85310000001,109450.42569999999,111044.7888,109092.9519,109117.352,100136.5471,104485.88,112596.2893,108920.7676,110279.7935,120279.2427,106556.91,103796.3695,107039.18400000001,111468.84090000001,112731.4758,115422.1328,117098.50349999999,116782.0828,115390.3285,120233.5599,126025.6906,118407.2078,123750.3436
56,Azerbaijan,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10393.4996,-10387.4996,-10581.4996,-10731.4996,-10864.4038,-11289.7662,-12239.2678,-12389.59,-12843.7894,-13414.312399999999,-13801.3846,-14079.3494,-14181.3494,-14327.1034,-14335.3494,-14500.6676,-14395.1034,-14349.3494,-14441.2632,-16566.453999999998,-16580.7,-18096.5882,-5694.3856,-5696.454,-3832.0442,-3822.183,-3824.749,-3829.9758,-3809.661,-3827.6084
57,Bahamas,All sectors with LULUCF,43.2054,43.532,43.694,46.505,47.5852,51.3464,52.7244,50.3938,47.6662,46.8814,46.8974,46.151,48.429,37.7526,35.3058,40.5144,41.3566,34.5868,31.4824,33.3534,36.1348,33.6482,32.1534,32.5076,31.691,31.5514,31.6726,31.5292,32.9834,4378.351,4377.2214,4395.1705999999995,4215.861,4209.6144,4234.9088,4355.138,3941.0656,4811.6465,4903.5436,4943.2224,4541.6983,4692.7562,4681.8987,4873.5316,4527.2887,4412.7047999999995,4450.2587,5700.2116,4109.9786,5658.6739,4658.8058,4766.3214,6870.039,5688.821400000001,5051.6646,4630.2532,5098.7788,5022.0204,5149.2612,4812.2644,4765.2312
58,Bahamas,All sectors without LULUCF,43.2054,43.532,43.694,46.505,47.5852,51.3464,52.7244,50.3938,47.6662,46.8814,46.8974,46.151,48.429,37.7526,35.3058,40.5144,41.3566,34.5868,31.4824,33.3534,36.1348,33.6482,32.1534,32.5076,31.691,31.5514,31.6726,31.5292,32.9834,4286.7928,4285.6632,4303.6124,4124.3028,4118.0562,4143.3506,4157.9448,3746.284,4592.5249,4686.7582,4667.2572,4511.9583,4640.032,4671.0453,4763.1024,4454.2161,4366.2892,4441.9097,5590.9004,4042.4236,5625.2835,4519.7994,4749.6346,6708.6214,5658.3994,5011.0712,4538.7916000000005,4907.4032,5004.5146,5108.9082,4756.3426,4725.2388
59,Bahamas,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7108.4418000000005,91.5582,91.5582,91.5582,91.5582,91.5582,197.1932,194.7816,219.1216,216.7854,-5007.2148,29.74,52.7242,10.8534,110.4292,73.0726,46.4156,8.349,109.3112,67.555,33.3904,139.0064,16.6868,161.4176,30.422,40.5934,91.4616,191.3756,17.5058,40.353,55.9218,39.9924
60,Bahrain,All sectors with LULUCF,18.6718,18.8984,19.287,19.6282,19.947,22.3346,22.4212,22.4212,22.9998,23.2346,23.9924,26.542,28.5238,25.3888,27.2454,27.8886,29.6326,30.256,34.151,33.662,36.6468,36.088,38.2402,40.7366,45.225,57.8964,53.3664,64.1936,71.807,63158.952699999994,61343.737,64165.4294,74378.2846,74056.77040000001,73513.1155,76497.715,74874.1404,78011.0482,81323.5726,82950.3811,74696.7549,75890.2176,75549.691,77651.3812,82947.4844,82239.9495,98326.0929,107758.3684,105832.3149,106402.5575,106054.8942,108090.9303,121905.8884,122923.96119999999,125698.2393,124183.2601,126404.7882,112323.021,114182.84599999999,131053.0706,102333.3058
61,Bahrain,All sectors without LULUCF,18.6718,18.8984,19.287,19.6282,19.947,22.3346,22.4212,22.4212,22.9998,23.2346,23.9924,26.542,28.5238,25.3888,27.2454,27.8886,29.6326,30.256,34.151,33.662,36.6468,36.088,38.2402,40.7366,45.225,57.8964,53.3664,64.1936,71.807,63162.677899999995,61347.4622,64169.1546,74382.0098,74060.4956,73516.8407,76501.4402,74877.8656,78014.7734,81327.2978,82954.1063,74701.2971,75894.7598,75554.2332,77655.9234,82952.0266,82244.4917,98330.63510000001,107762.9106,105836.8571,106407.09969999999,106060.6836,108096.7197,121911.6778,122929.7506,125704.0287,124189.0379,126410.566,112328.7988,114188.6238,131058.8484,102339.0836
62,Bahrain,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-3.7252,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-4.5422,-5.7894,-5.7894,-5.7894,-5.7894,-5.7894,-5.7778,-5.7778,-5.7778,-5.7778,-5.7778,-5.7778
63,Bangladesh,All sectors with LULUCF,98571.4194,101406.83919999999,105244.3594,110426.3832,110347.84719999999,110449.5484,116940.4142,117655.3866,122521.5314,121885.70420000001,117226.44279999999,119503.887,118938.759,119158.3664,124480.0322,123990.3584,127007.3742,135892.6888,139866.902,120048.307,121689.1716,123807.267,120188.7442,123460.3988,125629.5894,128608.1474,128710.44,130020.7826,134182.76679999998,247510.64,250195.0858,255486.8614,258585.5808,265606.0218,278791.7392,280258.9218,283960.9279,284106.1069,296096.608,301824.2665,314783.53359999997,320866.0184,326280.6644,331415.3421,341482.8422,355313.2695,359593.7296,375732.2473,384901.0759,398352.3676,406538.52629999997,416144.0044,421025.2638,433430.7764,451493.6215,456741.0318,472816.9692,488671.581,512772.4304,507500.3347,538794.8866
64,Bangladesh,All sectors without LULUCF,98571.4194,101406.83919999999,105244.3594,110426.3832,110347.84719999999,110449.5484,116940.4142,117655.3866,122521.5314,121885.70420000001,117226.44279999999,119503.887,118938.759,119158.3664,124480.0322,123990.3584,127007.3742,135892.6888,139866.902,120048.307,121689.1716,123807.267,120188.7442,123460.3988,125629.5894,128608.1474,128710.44,130020.7826,134182.76679999998,211129.0228,213813.4686,219105.2442,222203.9636,229224.4046,242351.311,243862.7744,247579.0881,247937.4727,260107.9328,266135.3733,277955.839,284468.5272,289759.4436,295165.8229,305084.795,318146.4993,323143.3036,339026.1299,348096.1015,361947.909,371020.9335,380574.1944,385003.9388,397635.713,416194.4117,421754.2686,437838.283,453601.8574,477629.0364,471881.6697,503228.8032
65,Bangladesh,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36381.6172,36381.6172,36381.6172,36381.6172,52057.5572,36440.428199999995,36396.1474,36381.8398,36168.6342,35988.6752,35688.893200000006,93665.6346,36397.491200000004,36521.2208,36249.5192,72809.08720000001,37166.7702,36450.426,36706.1174,36804.97440000001,36404.4586,35517.5928,35569.81,36021.325,35795.0634,35299.2098,34986.7632,34978.6862,35069.7236,35143.394,35618.665,35566.0834
66,Barbados,All sectors with LULUCF,158.4838,164.1752,154.8498,160.5328,154.692,155.3514,159.8146,150.3222,157.7004,164.9742,160.3458,164.0998,171.3532,157.3744,135.4306,145.2548,141.842,160.44,160.5486,169.1146,174.9926,169.4424,164.0768,161.9682,154.158,166.4944,176.8482,187.1314,219.024,2790.1388,3050.7838,2604.0392,2836.8702,2111.703,2254.436,2293.3673,2438.0812,2868.6562,3007.4054,2996.6238,3015.2866999999997,3001.9854,3094.1089,3166.7476,3247.471,3263.1828,3299.5508,3811.1571000000004,3782.4684,3527.3096,3667.2200000000003,3548.2382,3494.6852,3115.3917,3126.0002,3169.7122,2996.8318,3069.1982,3128.3065,2871.925,2912.0571
67,Barbados,All sectors without LULUCF,158.4838,164.1752,154.8498,160.5328,154.692,155.3514,159.8146,150.3222,157.7004,164.9742,160.3458,164.0998,171.3532,157.3744,135.4306,145.2548,141.842,160.44,160.5486,169.1146,174.9926,169.4424,164.0768,161.9682,154.158,166.4944,176.8482,187.1314,219.024,2790.092,3050.737,2603.9924,2836.8234,2111.6562,2254.3892,2293.3205,2438.0344,2868.6094,3007.3586,2996.577,3018.0553,3004.754,3096.8774999999996,3169.5162,3250.2396,3265.9514,3302.3194000000003,3813.9256,3785.2369,3530.0782,3668.915,3549.9332,3496.3802,3117.0867,3127.6952,3173.3778,3000.4974,3072.8638,3131.9721,2875.5906,2915.7227000000003
